Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates whether a model can solve real-world GitHub issues by producing a code patch that makes the repository’s tests pass. The “Verified” split uses tasks that have been manually checked to be solvable and correctly specified, reducing noise from ambiguous or flaky problems.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures agentic performance on command-line tasks such as debugging, environment setup, data processing, and system operations inside a sandboxed terminal. Success requires iterative tool use, interpreting error output, and managing state across multiple steps.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research style web browsing where models must search, read, and synthesize information to answer questions that are hard to solve without multi-step retrieval. It emphasizes navigating evidence, resolving ambiguity, and producing grounded final answers from sources.","L1: 
L2: Planning, Attention, Semantic Understanding & Context Recognition, Working Memory, Decision-making, Adaptive Error Correction (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agent behavior in simulated customer-support domains (e.g., retail, airline, telecom) where the agent must follow policies while using tools/APIs over multi-turn dialogues. It stresses policy compliance, conversation management, and correct tool invocation under realistic constraints.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making
L3: Social Reasoning & Theory of Mind, Inhibitory Control (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks autonomous computer-use agents on end-to-end tasks within real operating system environments, requiring GUI navigation, form filling, app switching, and multi-step execution. It tests whether models can perceive screens, decide next actions, and reliably complete workflows under step limits.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Sensorimotor Coordination, Planning, Attention (minor)
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI tests fluid reasoning on novel grid-based pattern tasks where the model must infer a hidden transformation rule from a few examples and apply it to a new input. The benchmark is designed to reduce reliance on memorized knowledge and emphasize abstraction and generalization.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent run a simulated vending machine business over an extended time period, optimizing decisions like procurement, pricing, inventory, and negotiation. Performance is typically measured by final financial outcome, requiring sustained coherence and strategy.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol, where models must discover relevant tools, execute multi-step API workflows, handle errors, and synthesize results. It targets practical agent reliability across heterogeneous services and authentic tool interfaces.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates how well models perform tasks resembling entry-level financial analyst work, such as extracting information, performing calculations, building or checking analyses, and producing finance-oriented deliverables. It emphasizes correctness, reasoning with numbers, and professional decision support behavior.","L1: 
L2: Logical Reasoning, Decision-making, Semantic Understanding & Context Recognition, Working Memory, Planning (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates AI agents on cybersecurity tasks at scale, including reproducing known vulnerabilities from descriptions and, in some settings, discovering new weaknesses in real open-source projects. It stresses technical reasoning, iterative testing, and robust debugging in adversarial problem spaces.","L1: 
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory
L3: Inhibitory Control (minor)",L2
