Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro evaluates software engineering agents on a large set of real-world bug-fix and feature tasks drawn from open-source repositories, requiring producing patches that pass tests. It is designed to be harder and more contamination-resistant than SWE-bench Verified, emphasizing realistic engineering workflows and robustness under constrained attempts.","Language Comprehension, Language Production, Logical Reasoning, Planning, Working Memory, Adaptive Error Correction"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld measures an agent’s ability to operate a computer-like operating system via a multimodal interface, completing tasks that require navigating GUIs, using apps, and executing multi-step procedures. Success depends on reliably mapping visual observations to action sequences under step limits, similar to practical “computer use” assistants.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Decision-making, Working Memory, Attention"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests “fluid” reasoning by presenting a few input–output grid examples generated by an underlying rule, and asking models to infer the rule to transform new inputs. It emphasizes generalization to novel patterns with minimal examples rather than recall of domain knowledge.","Logical Reasoning, Cognitive Flexibility, Spatial Representation & Mapping, Working Memory, Planning, Attention"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and business strategy in a simulated year-long vending-machine operation, where the agent must manage inventory, pricing, supplier interaction, and finances. The score reflects whether decisions compound into sustained success across many steps rather than short, isolated wins.","Planning, Decision-making, Reward Mechanisms, Working Memory, Semantic Understanding & Context Recognition, Self-reflection"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use through Model Context Protocol servers, testing whether models can discover appropriate tools, call them correctly, recover from errors, and integrate results across multi-step workflows. It targets production-like API interaction and orchestration rather than single-call function use.","Planning, Decision-making, Language Comprehension, Working Memory, Adaptive Error Correction, Attention"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent skills on tasks involving finding known vulnerabilities from descriptions and discovering previously unknown vulnerabilities in real open-source projects. It emphasizes practical reasoning over codebases, vulnerability patterns, and iterative debugging-like refinement under pass@1 scoring.","Logical Reasoning, Planning, Adaptive Error Correction, Language Comprehension, Working Memory, Attention"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-difficulty benchmark spanning expert-level questions across many disciplines, often including multimodal inputs. It aims to probe deep reasoning and broad academic knowledge, and can be run with or without tools such as search and code execution.","Language Comprehension, Visual Perception, Multisensory Integration, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of extremely challenging graduate-level multiple-choice science questions designed to be “Google-proof.” It focuses on rigorous scientific reasoning and conceptual understanding, with reduced benefit from surface pattern matching.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Attention"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal benchmark measuring expert-level understanding and reasoning over images plus text across many disciplines. It stresses interpreting diagrams, plots, and specialized visuals, requiring multi-step reasoning rather than straightforward recognition.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Working Memory, Attention"
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-centric capabilities across complex layouts, including text, formulas, tables, and reading order. It targets end-to-end document parsing where spatial structure and formatting are essential for correctness.","Visual Perception, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Language Comprehension, Attention, Working Memory"
