Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a large-scale software engineering benchmark where a model must understand a real repository, implement a correct patch, and pass the project’s tests under realistic constraints. Compared to SWE-bench Verified, it is designed to be more difficult and more contamination-resistant, spanning multiple languages and more diverse industrial tasks.","Language Comprehension, Semantic Understanding & Context Recognition, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making (minor), Language Production (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents that must complete tasks inside a full operating-system desktop environment using screenshots and interactive actions (e.g., mouse/keyboard). Success requires navigating UI state, selecting correct tools/apps, and executing multi-step procedures robustly across many steps.","Visual Perception, Scene Understanding & Visual Reasoning, Attention, Planning, Decision-making, Sensorimotor Coordination, Working Memory (minor), Adaptive Error Correction (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI is a fluid intelligence benchmark based on abstract grid transformation puzzles, where models infer latent rules from a few input–output examples and generalize to a new query grid. It is intended to measure generalization and compositional reasoning on novel tasks rather than memorized knowledge.","Scene Understanding & Visual Reasoning, Visual Perception, Spatial Representation & Mapping, Logical Reasoning, Working Memory, Cognitive Flexibility, Planning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence in a simulated year-long vending-machine business, where the agent must manage inventory, suppliers, pricing, and cash flow over thousands of decisions. Scores reflect final business outcomes, requiring sustained strategy, adaptation to changing conditions, and avoidance of compounding mistakes.","Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction (minor), Social Reasoning & Theory of Mind (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use via the Model Context Protocol by requiring models to discover, call, and chain authentic tools/APIs to complete multi-step tasks. It emphasizes correct tool selection, parameterization, error handling, and synthesis of tool results into a final answer.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Semantic Understanding & Context Recognition, Language Production (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on large numbers of tasks drawn from real-world software vulnerabilities, including identifying known weaknesses and discovering new ones. Agents must interpret vulnerability descriptions, analyze codebases and execution traces, and produce correct exploit/patch-oriented reasoning under realistic constraints.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Language Comprehension, Decision-making, Semantic Understanding & Context Recognition (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a frontier, multi-domain benchmark of difficult questions intended to probe high-end reasoning and expert knowledge, with multimodal items and tool-enabled variants sometimes reported separately. It stresses solving novel, high-complexity problems where shallow pattern matching is insufficient and errors are costly.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor), Decision-making (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of extremely difficult graduate-level science multiple-choice questions designed to be “Google-proof,” meaning naive retrieval is unlikely to help. It targets deep scientific reasoning and precise understanding, with distractors that penalize shallow heuristics.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making (minor)"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is an advanced multimodal benchmark where models answer expert-level questions that require integrating images (e.g., diagrams, charts, documents, UI screenshots) with text. It emphasizes higher difficulty and more realistic professional visual reasoning compared to earlier multimodal QA sets.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)"
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-centric extraction across complex layouts, including text, tables, formulas, and reading order. Metrics typically reflect how accurately a system reconstructs or edits structured document content from rendered pages.","Visual Perception, Visual Attention & Eye Movements, Language Comprehension, Semantic Understanding & Context Recognition, Working Memory (minor)"
